OBJECTID,Shape_Leng,GroupCount,vertex_ind,vertex_par,vertex_p_1,distance,angle,x,y
"2140",712.16682407400,2.000000,"4","0","4",712.16682407369228,7.34111929808959,-8369.14330,6855750.34190
"2141",234.06881269800,2.000000,"0","0","0",0.00000000000000,7.87656530448578,-8490.51200,6854811.93600
"2141",234.06881269800,2.000000,"1","0","1",117.02546541264844,7.87623159870814,-8474.47490,6854927.85740
"2141",234.06881269800,2.000000,"2","0","2",234.06881269832164,7.87589789293050,-8458.43670,6855043.79670
"2142",3121.26703410000,3.000000,"0","0","0",0.00000000000000,113.26710246247994,2607.43640,6854559.44510
"2142",3121.26703410000,3.000000,"1","0","1",1560.68750108534209,113.27206523988833,4041.19840,6853942.94530
"2142",3121.26703410000,3.000000,"2","0","2",3121.26703410192340,113.27702801729671,5474.75440,6853326.23980
"2143",1683.12933990000,2.000000,"0","0","0",0.00000000000000,5.93256104173514,-8367.53420,6855766.06380
"2143",1683.12933990000,2.000000,"1","0","1",136.19774245298890,5.87747155590262,-8353.45710,6855901.53210
"2143",1683.12933990000,2.000000,"2","0","2",142.07285122428652,5.90883819059851,-8352.86110,6855907.37690
"2143",1683.12933990000,2.000000,"3","0","3",150.23107280632436,5.87015460470948,-8352.00900,6855915.49050
"2143",1683.12933990000,2.000000,"4","0","4",152.00327415763348,5.83689891795789,-8351.83160,6855917.25380
"2143",1683.12933990000,2.000000,"5","0","5",841.73963737776830,5.92899867948068,-8280.58720,6856603.30080
"2143",1683.12933990000,2.000000,"6","0","6",888.88304161747499,16.99551845878585,-8275.71730,6856650.19200
"2143",1683.12933990000,2.000000,"7","0","7",1070.79298006499744,23.12902444740364,-8190.14250,6856810.71670
"2143",1683.12933990000,2.000000,"8","0","8",1130.41849586567059,355.78888994904668,-8171.52310,6856867.36050
"2143",1683.12933990000,2.000000,"9","0","9",1552.37874895716232,328.92614808533472,-8360.58110,6857244.59720
"2143",1683.12933990000,2.000000,"10","0","10",1683.12933990298711,324.47074267114948,-8436.56270,6857351.00450
"2144",15.80403642380,2.000000,"0","0","0",0.00000000000000,5.89804247682789,-8369.14330,6855750.34190
"2144",15.80403642380,2.000000,"1","0","1",7.91077705635830,5.84368207701467,-8368.33040,6855758.21080
